users,movies,Movie Genre,Country ,Review
dlindermannm4,Dark Shadows,Comedy|Horror|IMAX,PH,1.7
jvandersonm5,B. Monkey,Crime|Romance|Thriller,MG,4.4
hilyasm6,Jennifer 8,Mystery|Thriller,CN,1.9
nseppeym7,And You Thought Your Parents Were Weird,Children|Comedy|Sci-Fi,KM,1.6
fleiferm8,Enter the Void,Drama,CO,1.6
mgreetlandm9,Forces of Nature,Comedy|Romance,RS,2.2
rchaddertonma,"3 Worlds of Gulliver, The",Adventure|Fantasy,US,3.8
csilwoodmb,"Bleeding House, The",Drama|Horror|Mystery|Thriller,MX,4.0
lbarbymc,Don't Go Near the Water,Adventure|Comedy|Romance,CN,2.7
hfittismd,Quatre garçons pleins d'avenir,Comedy,UA,0.8
sborgnolme,1981,Comedy|Drama|Romance,CO,1.9
mbumpasmf,"Incredible Journey, The",Adventure|Children,UY,4.6
acuffleymg,Dragon Lord (a.k.a. Dragon Strike) (Long Xiao Ye),Action,NO,1.0
emoquinmh,Passion of Love (Passione d'amore),Drama|Romance,FR,1.4
kdroganmi,Backflash (Backflash Blues),Action|Crime|Drama|Thriller,PL,0.3
lparmleymj,Road to Nowhere,Romance|Thriller,IT,1.6
sorrymk,"Great Beauty, The (Grande Bellezza, La)",Comedy|Drama,ID,1.2
ktarteml,Batman: Gotham Knight,Action|Animation|Crime,PH,4.2
pmaccaddiemm,Bummer (Bumer),Action|Drama|Thriller,PT,4.7
gcrissilmn,Red Planet,Action|Sci-Fi|Thriller,RU,2.2
pmccorkindalemo,Six Degrees of Separation,Drama,CN,0.7
kserrelsmp,Attack of the 50 Foot Woman,Comedy|Sci-Fi,CN,4.9
dfaulknermq,Eden of the East the Movie I: The King of Eden (Higashi no Eden Gekijoban),Action|Animation|Crime|Sci-Fi|Thriller,ID,0.2
tpesselmr,Madison,Drama,UA,0.5
aocuolahanms,"Secret of Moonacre, The",Adventure|Fantasy|Romance,MA,1.8
sdyballmt,Chasing Beauty,Documentary,ID,3.1
tsieghartmu,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen)",Action|Adventure|Fantasy|Sci-Fi,BR,1.3
dpeemv,Babette's Feast (Babettes gæstebud),Drama,ID,1.0
atarquinimw,One Way Boogie Woogie,Documentary,BR,2.9
rlockleymx,Bakhita,Drama,TH,1.9
elabrouemy,Santa Claus Is a Stinker (Le Père Noël est une ordure),Comedy,FO,1.7
acasebornemz,Cutlet for Three (Ein Schnitzel für drei),Comedy,ID,1.3
etrahearnn0,The Day I Saw Your Heart,Comedy|Drama,GE,4.9
rmelinn1,33 Postcards,Drama,NP,1.5
bfakeleyn2,Never Sleep Again: The Elm Street Legacy,Documentary,MT,2.9
cfluryn3,"Country Girl, The",Drama,US,2.1
esharern4,Over Your Cities Grass Will Grow,Documentary,MX,4.7
orhulen5,"Sterile Cuckoo, The",Comedy|Drama,ID,4.6
jeingerfieldn6,Winter Nomads,Documentary,ID,1.0
tmillionn7,Den enskilde medborgaren,Comedy,PL,3.5
dhamsheren8,Come Out and Play,Horror,BA,0.4
bnorcuttn9,"Subject Was Roses, The",Drama,CN,4.6
jskynerna,Live Nude Girls Unite!,Documentary,LU,4.7
dklaggesnb,Cinderella II: Dreams Come True,Animation|Children|Fantasy,ID,4.5
ahammelbergnc,Body Count,Comedy|Crime|Drama|Thriller,GR,1.1
stownshendnd,Evita,Drama|Musical,CN,0.5
taleshkovne,The Last Round,Action|Thriller,ID,4.4
amccriskennf,"Hunger Games, The",Action|Adventure|Drama|Sci-Fi|Thriller,CN,3.8
wgilhooleyng,Colour Me Kubrick: A True...ish Story,Comedy|Drama,CN,2.5
sstenninenh,Don Verdean,Comedy,IS,4.3
mpatryni,December Boys,Drama,PT,2.8
bfolbigenj,Solo,Action|Sci-Fi|Thriller,CN,3.1
ssacchettink,Short Term 12,Drama,PL,4.9
lyarhamnl,United 93,Crime|Drama,RU,2.0
kswatheridgenm,Anastasia,Adventure|Animation|Children|Drama|Musical,CZ,0.2
dwaplingtonnn,"Benny Goodman Story, The",Drama|Musical,CN,4.5
lbenoyno,"Age of the Earth, The (A Idade da Terra)",(no genres listed),PT,0.2
kgouchnp,Scaramouche,Adventure|Romance,ID,4.9
astephensonnq,Metroland,Comedy|Drama,AM,1.6
lcastagnenr,Matchstick Men,Comedy|Crime|Drama,CI,4.4
cdultonns,Out of Mind: The Stories of H.P. Lovecraft,Fantasy|Horror,CN,0.6
ftanguynt,"Dance of Reality, The (Danza de la realidad, La)",Drama|Fantasy,UA,0.8
bcheavinnu,Driven,Action|Thriller,RU,3.8
dhenckenv,"Cousins, The (Cousins, Les)",Drama|Romance,JP,0.0
agossagenw,Somewhere,Drama,EG,4.6
spetonx,Madigan,Crime|Drama,CN,1.4
hdoughteryny,"Ballad of Cable Hogue, The",Comedy|Western,GR,0.3
bnormavillenz,"Last Shot, The",Comedy,TL,0.0
hmacmichaelo0,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,PL,3.9
lthorogoodo1,"Corporation, The",Documentary,IR,2.3
shodgono2,"Foreign Affair, A",Comedy|Romance,PT,1.1
tyurkiewiczo3,Nobody,Comedy,TW,1.8
cshelleyo4,Timber Falls,Horror|Thriller,ID,0.7
dabramso5,Twentynine Palms,Drama|Horror,UA,4.9
etivoliero6,Goddess (Devi),Drama,CZ,1.6
sparro7,"Big Knife, The",Film-Noir,US,0.5
kraynero8,Glenn Killing på Berns,Comedy,PT,4.9
gabbayo9,"Congress, The",Documentary,TH,2.3
hpennialloa,Come Have Coffee with Us,Comedy,CN,0.8
msandaverob,Foxfire,Drama,FR,2.3
sdowzelloc,Short Term 12,Drama,PH,1.3
dgasperood,Elena and Her Men (Paris Does Strange Things) (Elena et les hommes),Comedy|Drama|Romance,NZ,3.9
ghurrenoe,"You, the Living (Du levande)",Comedy|Drama|Musical,SE,0.8
amulveyof,"Cat and the Canary, The",Horror|Mystery,RU,0.9
tsheachog,Let the Good Times Roll,Documentary,UA,2.0
rplaydenoh,Barton Fink,Drama|Thriller,CN,1.7
hlabbatioi,Rush Hour,Action|Comedy|Crime|Thriller,RU,0.4
tdesforgesoj,Sheena,Action|Adventure|Fantasy,TH,3.0
oalmeyok,"Warm December, A",Drama|Romance,CN,4.6
bdickyol,"My Wife, A Body to Love",(no genres listed),CN,2.9
msalleirom,That Thing You Do!,Comedy|Drama,BY,2.9
croscampson,Fire and Ice,Adventure|Fantasy,CN,2.1
mberreclothoo,All the Right Moves,Drama|Romance,LT,1.2
hleethemop,"Holy Girl, The (Niña santa, La)",Drama,ID,4.1
rcamousoq,Addicted to Plastic,Documentary,FI,2.6
jdinehartor,"Herod's Law (Ley de Herodes, La)",Comedy|Crime|Mystery,CN,4.8
scourteseos,Damn Yankees!,Comedy|Musical,MX,2.3
egotlingot,In the Heart of the Sea,Action|Adventure|Drama,CN,1.9
etregidgoou,33 Scenes from Life (33 sceny z zycia),Drama,AL,4.2
aclohiseyov,"Maybe, Maybe Not (Bewegte Mann, Der)",Comedy,BR,0.0
gburchnallow,Nurse 3D,Horror|Thriller,PH,3.1
gbendixenox,Cold Turkey,Comedy,ID,3.5
lsteaneoy,Perfume,Comedy|Drama,ID,4.8
mhinrichoz,Wodehouse In Exile,Drama,CN,3.6
jtrewhittp0,Blood for Dracula (Andy Warhol's Dracula),Horror,ID,0.8
amaccleayp1,"One, Two, Three",Comedy,TH,0.3
ssouthwickp2,"Disappearance of Eleanor Rigby: Them, The",Drama,CN,0.4
clangp3,Big Nothing,Comedy|Crime|Thriller,ID,4.2
hmadelinp4,"Betrayed, The",Crime|Drama|Mystery|Thriller,ID,0.9
bmcturleyp5,"Bridesmaid, The (Demoiselle d'honneur, La)",Drama|Romance|Thriller,CA,2.8
cmackelworthp6,Good Time Max,Drama,CN,3.1
awintringhamp7,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,CN,3.1
sraglesp8,Good Old Daze (Le péril jeune),Comedy|Drama,SE,0.9
aaslump9,Taking Off,Comedy|Drama,HN,3.2
bmcboylepa,Changing Lanes,Drama|Thriller,CN,4.9
thanlinpb,Fist of the North Star,Action|Animation,CN,1.9
sknutsenpc,Dead Space: Downfall,Action|Animation|Sci-Fi,CR,1.5
asilverthornepd,Bill Bailey: Tinselworm,Comedy|Documentary,ZA,0.3
ccrisellpe,Lascars,Animation|Comedy,ID,0.4
pwhapplespf,Intimacy,Drama,ID,0.9
iscrinepg,À nos amours,Drama|Romance,FR,1.3
aangersteinph,Guest of Cindy Sherman,Documentary,PT,4.1
searengeypi,They Bite,Comedy|Horror|Sci-Fi,CZ,3.5
eshillpj,Jonestown: Paradise Lost,Documentary,CA,0.8
sheathornpk,Nights and Weekends,Drama,VN,4.4
jhaythornepl,Chapter Two,Comedy|Drama|Romance,ID,0.3
mwynesspm,"Cost of Living, The (Le coût de la vie)",Comedy,CN,1.7
spuckrinpn,Asylum Blackout,Horror|Thriller,PH,1.4
dsebertpo,Lan Yu,Drama|Romance,DO,1.1
ssreenanpp,"Pancho, the Millionaire Dog",Children|Comedy,RU,2.6
hphantpq,20 Million Miles to Earth,Sci-Fi,AR,1.0
wsnowballpr,Postcards From the Edge,Comedy|Drama,AR,2.2
cwilkowskips,Bone,Comedy,PL,1.5
mdrinkwaterpt,College,Comedy,KH,2.2
gjosefsonpu,"Reluctant Fundamentalist, The",Drama,CA,0.9
egiacomipv,If You Love (Jos rakastat),Drama|Musical|Romance,CN,4.5
esuattpw,We Were Soldiers,Action|Drama|War,FR,1.6
gschnitterpx,In the Line of Fire,Action|Thriller,ID,3.3
bsnowdonpy,Harvest,Drama,FR,2.4
chavillepz,Butterfly on a Wheel (Shattered),Crime|Drama|Thriller,CN,4.8
sleattq0,"Cinderella Story, A",Comedy|Romance,VE,4.6
rgriniovq1,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,RU,1.3
obalineq2,We Always Lie to Strangers,(no genres listed),KZ,4.4
sducrowq3,The Great Raid,Action|Drama|War,CN,3.8
lcharnleyq4,Face to Face (Ansikte mot ansikte),Drama|Fantasy|Horror|Mystery,CN,0.4
sterryq5,Les Feux Arctiques (Arktiset tulet),Documentary|Drama,CN,2.0
sdrinkelq6,Blue Gate Crossing (Lan se da men),Drama|Romance,HN,4.9
miannuzzelliq7,That Uncertain Feeling,Comedy,RU,2.2
reklessq8,Helen,Drama,GB,2.3
feaglestoneq9,Harry and Tonto,Comedy|Drama,ID,2.5
rdaveyqa,Pot v raj,(no genres listed),LC,3.1
bperonqb,Stuck Between Stations,Comedy|Drama|Romance,EE,3.3
djordesonqc,"Very Potter Sequel, A",Comedy|Musical,HR,3.6
sbealesqd,Afghan Luke,Drama,BJ,0.2
cfarrimondqe,Haute Cuisine,Drama,ID,2.0
avanderhovenqf,Visions of Light: The Art of Cinematography,Documentary,CA,3.0
cnervalqg,When Willie Comes Marching Home,Comedy|War,ID,4.3
bgluyasqh,For Love or Country: The Arturo Sandoval Story,Drama|Musical,HR,2.6
dagutterqi,Out of Africa,Drama|Romance,SE,3.9
plinsteadqj,Bitter Sweet,Drama|Musical|Romance,US,3.5
lmarcinkowskiqk,S.W.A.T.: Firefight,Action|Crime|Thriller,RU,0.6
lgabbatissql,Results,Comedy|Romance,MN,2.5
fcanetqm,Last Stop for Paul,Comedy,RU,0.6
ekoppqn,Rugrats in Paris: The Movie,Animation|Children|Comedy,CL,3.0
tjimenezqo,Hungry Hill,Drama,CO,2.8
fgiacaponiqp,"Reckoning, The",Crime|Drama,PH,3.6
mpenwellqq,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup)",Documentary,BR,4.7
lgeldefordqr,The Cruel Sea,Drama|War,NG,3.1
ewincottqs,Abendland,Documentary,ZA,2.6
stabbqt,Beyond the Poseidon Adventure,Adventure,ID,2.1
bsouthornqu,Snake and Crane Arts of Shaolin (She hao ba bu),Action|Drama,NL,2.2
rgrevattqv,Return to Snowy River (a.k.a. The Man From Snowy River II),Adventure|Drama|Western,ID,3.1
dreedeqw,I Love Your Work,Drama|Mystery,MG,2.6
nhayleqx,Water,Drama|Romance,CN,0.6
akanzlerqy,Coldblooded,Comedy,PT,0.8
adominiqueqz,"Guard Post, The (G.P. 506)",Horror,RS,4.9
wstilingr0,"Chorus, The (Choristes, Les)",Drama,AU,0.2
rlosanor1,"Onion Field, The",Drama,PT,1.7
apeytonr2,Do You Wanna Know a Secret?,Horror|Mystery|Thriller,MX,3.3
aosbidstonr3,Day of the Animals,Horror|Thriller,CN,2.6
nbedfordr4,The Wonders,Drama,ID,2.6
ajorissenr5,Outsider,Drama,PH,2.2
hocollopyr6,Undisputed,Drama,PE,3.2
scarstairsr7,Rasmus på luffen,Children,CN,3.5
emacknessr8,"Toxic Avenger, Part II, The",Comedy|Horror,LU,0.3
espearingr9,Kronos,Sci-Fi,ID,2.3
egavozzira,"Corsican File, The (L'enquête corse)",Action|Comedy|Crime,BR,1.6
cthreadgallrb,Futureworld,Sci-Fi|Thriller,PT,2.3
avandevliesrc,"Royal Tenenbaums, The",Comedy|Drama,MT,4.7
swattonrd,Dracula,Horror|Romance,UA,2.9
awoolenre,Dakota Skye,Drama|Romance,KP,1.6
dcrohanrf,Special Forces (Forces spéciales),Action|Drama|War,PL,4.7
nberryannrg,Setup (Set Up),Action|Crime|Drama,CN,4.2
nskeeterh,"7th Dawn, The",Adventure|Drama|War,ZM,3.4
llammersri,"Shout, The",Drama|Horror,ID,1.0
gcoltonrj,Heavy Metal in Baghdad,Documentary|Musical|War,US,1.4
bcayfordrk,Hallåhallå,Comedy,ES,1.8
palliotrl,Searching for Bobby Fischer,Drama,CN,1.2
daupolrm,Shogun Assassin,Action|Adventure,AR,2.8
fjeffressrn,Maytime,Drama|Musical|Romance,PL,3.2
ldougillro,"Princess Diaries 2: Royal Engagement, The",Comedy|Romance,PK,2.9
swhaplingtonrp,Operator 13,Drama|Romance|War,PL,0.6
hshakeshaftrq,Ghosts of Cité Soleil,Action|Documentary|Drama|Romance|War,PT,4.0
qkolodziejrr,Flash Gordon Conquers the Universe,Action|Sci-Fi,FR,4.3
